City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
532,queenstown,-31.8976,26.8753,63.39,73,100,2.57,ZA,1703992086
533,saint-pierre,-21.3393,55.4781,78.48,65,0,4.61,RE,1703992221
534,port saint john's,-31.6229,29.5448,70.3,92,91,7.63,ZA,1703992221
535,nsanje,-16.92,35.262,72.55,95,100,2.26,MW,1703992222
536,raduzhny,62.0961,77.475,-10.14,100,100,1.25,RU,1703992223
537,hoa binh,20.8133,105.3383,74.5,76,92,1.7,VN,1703992224
538,kavaratti,10.5669,72.642,83.41,71,85,13.18,IN,1703992225
539,quibala,-10.7337,14.98,61.16,99,94,0.81,AO,1703992226
540,urumqi,43.801,87.6005,20.35,100,100,2.24,CN,1703992080
541,luxor,25.6989,32.6421,57.67,58,0,3.06,EG,1703992227
542,lisala,2.15,21.5167,70.3,67,77,1.81,CD,1703992179
543,smithers,54.7804,-127.1743,36.46,98,99,2.51,CA,1703992229
544,shahrud,36.4182,54.9763,35.11,61,0,3.18,IR,1703992230
545,khao wong,16.7001,104.0902,81.79,54,100,9.01,TH,1703992230
546,vorchdorf,48.0039,13.9212,40.53,86,100,0.78,AT,1703992231
547,santa cruz de tenerife,28.4682,-16.2546,65.8,49,0,8.05,ES,1703992161
548,nema,57.5067,50.5011,7.52,96,100,5.48,RU,1703992232
549,brisas de zicatela,15.8369,-97.0419,79.32,69,0,0.0,MX,1703992234
550,hatillo,18.4863,-66.8254,76.1,87,73,3.0,PR,1703992235
